run_id,method,backbone,seed,split,metric,value,timestamp,git_sha,git_dirty
iteration1-seed42-20260801-013750,iteration1,,42.0,test,best_val_loss,0.1906738126035581,2026-08-01T01:37:50+00:00,0e8e107,1
iteration1-seed42-20260801-013750,iteration1,,42.0,test,epochs_completed,10.0,2026-08-01T01:37:50+00:00,0e8e107,1
iteration1-seed42-20260801-013750,iteration1,,42.0,test,global_epoch_offset,10.0,2026-08-01T01:37:50+00:00,0e8e107,1
iteration1-seed42-20260801-013750,iteration1,,42.0,test,test_accuracy,0.9249883882954018,2026-08-01T01:37:50+00:00,0e8e107,1
iteration1-seed42-20260801-013750,iteration1,,42.0,test,test_loss,0.2073290931641419,2026-08-01T01:37:50+00:00,0e8e107,1
iteration1-seed43-20260801-014551,iteration1,,43.0,test,best_val_loss,0.1781075722596536,2026-08-01T01:45:51+00:00,0e8e107,1
iteration1-seed43-20260801-014551,iteration1,,43.0,test,epochs_completed,10.0,2026-08-01T01:45:51+00:00,0e8e107,1
iteration1-seed43-20260801-014551,iteration1,,43.0,test,global_epoch_offset,10.0,2026-08-01T01:45:51+00:00,0e8e107,1
iteration1-seed43-20260801-014551,iteration1,,43.0,test,test_accuracy,0.9298653042266604,2026-08-01T01:45:51+00:00,0e8e107,1
iteration1-seed43-20260801-014551,iteration1,,43.0,test,test_loss,0.1868910537976416,2026-08-01T01:45:51+00:00,0e8e107,1
iteration1-seed44-20260801-015352,iteration1,,44.0,test,best_val_loss,0.2023975153860256,2026-08-01T01:53:52+00:00,0e8e107,1
iteration1-seed44-20260801-015352,iteration1,,44.0,test,epochs_completed,10.0,2026-08-01T01:53:52+00:00,0e8e107,1
iteration1-seed44-20260801-015352,iteration1,,44.0,test,global_epoch_offset,10.0,2026-08-01T01:53:52+00:00,0e8e107,1
iteration1-seed44-20260801-015352,iteration1,,44.0,test,test_accuracy,0.9296330701346958,2026-08-01T01:53:52+00:00,0e8e107,1
iteration1-seed44-20260801-015352,iteration1,,44.0,test,test_loss,0.2033560263711909,2026-08-01T01:53:52+00:00,0e8e107,1
iteration1-seed45-20260801-020152,iteration1,,45.0,test,best_val_loss,0.1926782822255051,2026-08-01T02:01:51+00:00,0e8e107,1
iteration1-seed45-20260801-020152,iteration1,,45.0,test,epochs_completed,10.0,2026-08-01T02:01:51+00:00,0e8e107,1
iteration1-seed45-20260801-020152,iteration1,,45.0,test,global_epoch_offset,10.0,2026-08-01T02:01:51+00:00,0e8e107,1
iteration1-seed45-20260801-020152,iteration1,,45.0,test,test_accuracy,0.9268462610311192,2026-08-01T02:01:51+00:00,0e8e107,1
iteration1-seed45-20260801-020152,iteration1,,45.0,test,test_loss,0.1928371062015191,2026-08-01T02:01:51+00:00,0e8e107,1
iteration1-seed46-20260801-020951,iteration1,,46.0,test,best_val_loss,0.1930874679868703,2026-08-01T02:09:51+00:00,0e8e107,1
iteration1-seed46-20260801-020951,iteration1,,46.0,test,epochs_completed,10.0,2026-08-01T02:09:51+00:00,0e8e107,1
iteration1-seed46-20260801-020951,iteration1,,46.0,test,global_epoch_offset,10.0,2026-08-01T02:09:51+00:00,0e8e107,1
iteration1-seed46-20260801-020951,iteration1,,46.0,test,test_accuracy,0.9284718996748724,2026-08-01T02:09:51+00:00,0e8e107,1
iteration1-seed46-20260801-020951,iteration1,,46.0,test,test_loss,0.1952014613777219,2026-08-01T02:09:51+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,best_val_loss,0.3656425053465939,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,finetune.best_val_loss,0.3656425053465939,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,finetune.epochs_completed,10.0,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,finetune.global_epoch_offset,15.0,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,head.best_val_loss,0.519101014826597,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,head.epochs_completed,5.0,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,head.global_epoch_offset,5.0,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,test_accuracy,0.8943334881560613,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,test_f1_macro,0.8547436641214226,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed42-20260801-021925,iteration2,,42.0,test,test_loss,0.318861523195859,2026-08-01T02:19:25+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,best_val_loss,0.3701787465097212,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,finetune.best_val_loss,0.3701787465097212,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,finetune.epochs_completed,10.0,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,finetune.global_epoch_offset,15.0,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,head.best_val_loss,0.4906876393770856,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,head.epochs_completed,5.0,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,head.global_epoch_offset,5.0,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,test_accuracy,0.8838829540176498,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,test_f1_macro,0.8477149480424345,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed43-20260801-022855,iteration2,,43.0,test,test_loss,0.3518338087120833,2026-08-01T02:28:55+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,best_val_loss,0.3633763471359243,2026-08-01T02:38:31+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,finetune.best_val_loss,0.3633763471359243,2026-08-01T02:38:31+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,finetune.epochs_completed,10.0,2026-08-01T02:38:31+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,finetune.global_epoch_offset,15.0,2026-08-01T02:38:31+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,head.best_val_loss,0.4936111468621014,2026-08-01T02:38:31+00:00,0e8e107,1
iteration2-seed44-20260801-023831,iteration2,,44.0,test,head.epochs_completed,5.0,2026-08-01T02:38:31+00:00,0e8e107,1
